payment_id,case_id,pay_month,amount,method,adjustment
P-112067,C-32045,2025-08,568.33,Transfer,N
P-113773,C-32336,2025-09,1170.42,Transfer,N
P-113973,C-32370,2025-12,942.99,Transfer,N
P-107878,C-31334,2025-07,1290.58,Transfer,N
P-101154,C-30195,2025-12,814.5,Card,N
P-107333,C-31243,2025-07,712.67,Transfer,N
P-109556,C-31618,2025-08,1345.82,Transfer,N
P-120625,C-33501,2025-10,1425.57,Transfer,Y
P-118221,C-33090,2025-12,749.39,Transfer,N
P-102815,C-30477,2025-09,539.88,Transfer,N
P-122535,C-33825,2025-10,1472.5,Card,N
P-114396,C-32442,2025-08,760.74,Transfer,N
P-104498,C-30762,2025-10,691.56,Card,N
P-101515,C-30257,2025-07,456.06,Card,N
P-111334,C-31918,2025-10,1203.62,Transfer,N
P-107361,C-31247,2025-11,1514.54,Transfer,N
P-116377,C-32776,2025-11,516.97,Transfer,N
P-123975,C-34067,2025-10,1137.16,Transfer,N
P-104689,C-30794,2025-11,770.34,Card,Y
P-112796,C-32170,2025-09,718.65,Transfer,N
P-102434,C-30411,2025-11,646.41,Transfer,N
P-104424,C-30750,2025-08,605.09,Transfer,N
P-103003,C-30508,2025-11,782.19,Transfer,N
P-118245,C-33094,2025-12,629.84,Transfer,N
P-113965,C-32369,2025-10,621.73,Transfer,N
P-113619,C-32310,2025-10,1100.99,Transfer,N
P-112802,C-32171,2025-09,626.95,Transfer,N
P-108222,C-31391,2025-12,819.19,Card,N
P-122526,C-33824,2025-07,382.86,Transfer,N
P-115124,C-32566,2025-07,1231.81,Card,N
P-124583,C-34171,2025-08,925.41,Card,Y
P-101955,C-30331,2025-09,1200.53,Card,N
P-114301,C-32426,2025-09,807.48,Transfer,N
P-110652,C-31802,2025-11,1360.77,Transfer,N
P-113577,C-32303,2025-10,1053.62,Transfer,N
P-119575,C-33326,2025-07,558.87,Transfer,N
P-109511,C-31610,2025-10,888.34,Transfer,N
P-114159,C-32401,2025-12,639.12,Transfer,N
P-117642,C-32993,2025-09,770.21,Transfer,N
P-117684,C-33000,2025-09,1261.94,Transfer,N
P-103792,C-30642,2025-08,1001.71,Transfer,Y
P-109714,C-31644,2025-10,676.47,Transfer,N
P-102575,C-30437,2025-09,507.26,Transfer,N
P-103558,C-30601,2025-08,724.23,Transfer,N
P-104585,C-30777,2025-07,960.33,Transfer,N
P-102921,C-30495,2025-07,807.08,Card,N
P-103133,C-30530,2025-09,744.72,Card,N
P-123961,C-34065,2025-08,609.21,Transfer,N
P-108758,C-31482,2025-10,599.36,Card,N
P-115526,C-32634,2025-07,299.77,Transfer,N
P-121408,C-33634,2025-12,711.19,Transfer,N
P-104929,C-30835,2025-10,663.25,Card,Y
P-118379,C-33119,2025-10,285.12,Transfer,N
P-113485,C-32287,2025-09,627.04,Transfer,N
P-116061,C-32723,2025-11,1041.43,Card,N
P-108603,C-31456,2025-12,1113.84,Transfer,N
P-123952,C-34063,2025-11,619.74,Transfer,N
P-112972,C-32200,2025-07,379.31,Transfer,N
P-119070,C-33238,2025-11,1294.36,Transfer,N
P-114471,C-32455,2025-09,860.07,Transfer,N
P-113189,C-32238,2025-07,472.55,Transfer,N
P-121635,C-33673,2025-10,908.26,Transfer,N
P-122930,C-33891,2025-11,1358.68,Card,N
P-118607,C-33158,2025-09,1199.74,Transfer,N
P-104981,C-30844,2025-08,908.31,Transfer,N
P-117499,C-32969,2025-08,671.87,Transfer,N
P-102115,C-30358,2025-10,727.91,Transfer,N
P-118526,C-33144,2025-09,1697.15,Transfer,N
P-100825,C-30140,2025-07,513.91,Transfer,N
P-109979,C-31688,2025-11,494.02,Transfer,N
P-117937,C-33043,2025-10,895.05,Card,N
P-124618,C-34177,2025-07,743.97,Transfer,N
P-114869,C-32522,2025-12,722.88,Card,N
P-110293,C-31741,2025-10,781.49,Transfer,N
P-105109,C-30865,2025-12,604.58,Transfer,N
P-113037,C-32211,2025-12,619.09,Transfer,N
P-115168,C-32574,2025-07,701.66,Card,N
P-119942,C-33387,2025-09,1004.68,Transfer,N
P-121271,C-33612,2025-07,1022.12,Transfer,N
P-111116,C-31881,2025-07,928.38,Transfer,Y
P-116574,C-32810,2025-08,758.82,Transfer,N
P-123359,C-33963,2025-12,491.96,Transfer,N
P-117533,C-32974,2025-12,744.53,Transfer,N
P-106112,C-31036,2025-10,553.62,Transfer,Y
P-101295,C-30219,2025-09,1246.58,Card,N
P-116572,C-32809,2025-12,825.92,Card,N
P-106332,C-31073,2025-12,524.56,Transfer,Y
P-112909,C-32188,2025-11,1191.9,Transfer,N
P-123445,C-33978,2025-09,721.24,Card,N
P-117741,C-33009,2025-12,545.36,Transfer,N
P-107910,C-31339,2025-09,782.39,Transfer,Y
P-111754,C-31991,2025-10,599.82,Transfer,N
P-115356,C-32605,2025-09,1234.13,Card,Y
P-111187,C-31892,2025-12,782.24,Transfer,N
P-113749,C-32332,2025-09,972.39,Card,Y
P-103155,C-30534,2025-07,958.43,Transfer,N
P-101944,C-30329,2025-08,1087.4,Transfer,N
P-117347,C-32942,2025-10,851.42,Transfer,N
P-117456,C-32962,2025-07,1727.08,Transfer,Y
P-116981,C-32880,2025-08,718.93,Card,N
P-121516,C-33653,2025-11,820.51,Card,N
P-118714,C-33178,2025-09,546.84,Transfer,N
P-108692,C-31471,2025-11,930.58,Transfer,N
P-105961,C-31011,2025-09,1528.46,Transfer,N
P-118616,C-33160,2025-10,1365.42,Card,N
P-117171,C-32912,2025-09,808.64,Transfer,N
P-114434,C-32449,2025-08,1020.88,Card,N
P-106109,C-31036,2025-07,561.0,Transfer,N
P-112625,C-32139,2025-11,441.41,Transfer,Y
P-120628,C-33502,2025-07,1749.47,Transfer,N
P-102827,C-30479,2025-09,746.49,Transfer,N
P-105248,C-30889,2025-10,1021.26,Transfer,Y
P-110189,C-31724,2025-08,878.73,Transfer,N
P-113829,C-32346,2025-07,739.91,Transfer,N
P-115019,C-32548,2025-11,682.08,Transfer,N
P-110404,C-31760,2025-08,491.68,Card,N
P-118522,C-33143,2025-11,638.76,Transfer,Y
P-116450,C-32789,2025-09,1625.76,Transfer,N
P-123099,C-33920,2025-08,693.26,Transfer,Y
P-119479,C-33310,2025-07,1014.12,Transfer,N
P-107684,C-31301,2025-10,953.63,Transfer,N
P-116514,C-32800,2025-08,969.67,Card,N
P-106350,C-31076,2025-12,1211.79,Transfer,N
P-103528,C-30596,2025-08,557.65,Transfer,N
P-110120,C-31712,2025-11,571.19,Transfer,N
P-109606,C-31626,2025-10,605.78,Transfer,Y
P-120322,C-33450,2025-10,586.71,Transfer,N
P-118384,C-33120,2025-09,610.99,Transfer,N
P-119473,C-33309,2025-07,740.33,Transfer,N
P-120398,C-33463,2025-08,707.13,Transfer,N
P-114258,C-32419,2025-08,1177.64,Transfer,Y
P-123139,C-33926,2025-11,554.76,Transfer,N
P-101588,C-30269,2025-11,801.49,Card,N
P-120009,C-33398,2025-10,500.72,Transfer,N
P-115299,C-32595,2025-12,393.49,Card,N
P-109088,C-31537,2025-11,429.02,Card,N
P-101875,C-30317,2025-11,817.38,Transfer,Y
P-114124,C-32396,2025-07,1143.19,Transfer,N
P-109084,C-31537,2025-07,554.61,Transfer,N
P-121262,C-33610,2025-10,804.03,Transfer,N
P-111201,C-31895,2025-11,650.37,Transfer,N
P-111633,C-31970,2025-11,1200.28,Card,Y
P-106715,C-31138,2025-11,783.98,Transfer,N
P-124523,C-34160,2025-10,508.0,Transfer,N
P-117017,C-32886,2025-11,894.7,Card,N
P-108270,C-31399,2025-12,836.25,Transfer,N
P-104094,C-30693,2025-08,1317.5,Transfer,N
P-110712,C-31812,2025-11,397.18,Transfer,N
P-109103,C-31540,2025-08,1407.1,Transfer,N
P-118696,C-33175,2025-09,597.91,Card,N
P-101729,C-30293,2025-08,597.04,Card,N
P-115206,C-32580,2025-09,440.03,Transfer,N
P-111675,C-31978,2025-09,579.3,Transfer,N
P-113303,C-32257,2025-07,1715.15,Transfer,N
P-113638,C-32313,2025-11,909.38,Transfer,N
P-118101,C-33070,2025-12,537.9,Transfer,N
P-112780,C-32167,2025-07,584.4,Transfer,Y
P-102505,C-30424,2025-08,460.97,Card,N
P-117242,C-32925,2025-07,780.12,Card,N
P-120782,C-33528,2025-11,673.73,Card,N
P-114749,C-32502,2025-12,971.7,Transfer,N
P-118059,C-33063,2025-12,769.15,Transfer,Y
P-101651,C-30280,2025-08,406.07,Transfer,N
P-105103,C-30864,2025-12,672.56,Card,N
P-119606,C-33331,2025-08,1169.85,Card,Y
P-120657,C-33507,2025-11,1013.27,Transfer,Y
P-105366,C-30909,2025-10,535.0,Card,N
P-102105,C-30356,2025-12,1160.51,Transfer,N
P-106666,C-31130,2025-10,1420.3,Card,N
P-118863,C-33204,2025-07,377.89,Transfer,N
P-107302,C-31238,2025-07,828.5,Transfer,N
P-100412,C-30070,2025-11,373.2,Transfer,Y
P-107665,C-31298,2025-09,2184.7,Card,N
P-108733,C-31478,2025-09,642.49,Transfer,N
P-101665,C-30282,2025-10,609.34,Transfer,N
P-124547,C-34165,2025-08,676.97,Transfer,N
P-115051,C-32554,2025-07,1185.49,Card,N
P-124410,C-34141,2025-12,1175.23,Transfer,N
P-110089,C-31707,2025-10,745.97,Transfer,Y
P-113297,C-32256,2025-07,398.86,Transfer,N
P-119848,C-33371,2025-08,1004.11,Card,N
P-105801,C-30984,2025-10,758.56,Transfer,N
P-121060,C-33576,2025-09,458.94,Transfer,N
P-100572,C-30097,2025-07,1450.64,Card,N
P-123340,C-33960,2025-11,809.92,Transfer,N
P-117999,C-33053,2025-12,576.19,Card,N
P-118223,C-33091,2025-08,515.15,Transfer,N
P-122394,C-33801,2025-10,872.98,Card,N
P-105267,C-30892,2025-11,471.2,Transfer,N
P-122191,C-33767,2025-11,487.03,Transfer,Y
P-120210,C-33432,2025-07,751.61,Transfer,N
P-122732,C-33858,2025-11,725.17,Transfer,Y
P-121010,C-33568,2025-07,719.51,Transfer,N
P-106219,C-31054,2025-09,687.45,Transfer,N
P-105585,C-30946,2025-07,630.92,Transfer,Y
P-121272,C-33612,2025-08,1001.55,Card,N
P-100245,C-30041,2025-11,1268.39,Transfer,N
P-107312,C-31239,2025-11,600.68,Transfer,N
P-112979,C-32202,2025-07,995.05,Transfer,Y
P-115364,C-32606,2025-11,961.13,Card,N
P-100444,C-30076,2025-07,583.26,Transfer,N
P-109772,C-31654,2025-08,799.14,Transfer,N
P-123242,C-33944,2025-09,596.77,Transfer,N
P-117804,C-33021,2025-08,906.18,Card,N
P-123187,C-33935,2025-09,733.44,Transfer,N
P-118814,C-33195,2025-07,429.36,Transfer,Y
P-118713,C-33178,2025-08,550.12,Transfer,N
P-122166,C-33763,2025-10,792.19,Transfer,N
P-115388,C-32610,2025-11,884.03,Transfer,N
P-119128,C-33249,2025-07,642.05,Card,Y
P-102102,C-30356,2025-09,1077.33,Transfer,Y
P-104445,C-30753,2025-11,819.22,Transfer,N
P-106896,C-31168,2025-12,839.34,Transfer,Y
P-104892,C-30829,2025-09,733.84,Transfer,N
P-111102,C-31878,2025-11,975.42,Card,N
P-111346,C-31920,2025-10,735.45,Card,N
P-102478,C-30419,2025-07,1440.53,Card,N
P-123466,C-33981,2025-08,834.04,Transfer,N
P-119915,C-33382,2025-12,533.92,Card,N
P-114661,C-32487,2025-10,1125.63,Transfer,Y
P-114793,C-32510,2025-08,1458.11,Transfer,N
P-116086,C-32727,2025-12,701.62,Transfer,N
P-117872,C-33032,2025-08,532.06,Transfer,Y
P-116014,C-32715,2025-11,734.89,Transfer,N
P-109366,C-31585,2025-10,738.85,Card,N
P-120908,C-33550,2025-08,777.25,Transfer,N
P-110648,C-31802,2025-07,1501.08,Transfer,Y
P-118334,C-33111,2025-09,1091.61,Transfer,Y
P-113852,C-32349,2025-12,479.15,Transfer,N
P-105427,C-30919,2025-11,991.55,Transfer,N
P-108044,C-31362,2025-08,964.31,Transfer,N
P-114863,C-32521,2025-12,1288.97,Transfer,N
P-109125,C-31543,2025-12,875.37,Transfer,N
P-115759,C-32673,2025-08,1021.18,Transfer,N
P-123140,C-33926,2025-12,661.3,Card,Y
P-104637,C-30785,2025-11,530.97,Transfer,N
P-110104,C-31710,2025-07,1053.03,Transfer,N
P-114263,C-32420,2025-07,531.97,Transfer,N
P-108561,C-31449,2025-09,881.67,Transfer,N
P-110545,C-31784,2025-08,694.5,Transfer,N
P-113920,C-32362,2025-07,742.02,Card,N
P-121344,C-33624,2025-10,1097.61,Transfer,N
P-111295,C-31912,2025-07,730.04,Transfer,Y
P-111865,C-32010,2025-10,674.26,Transfer,N
P-105985,C-31015,2025-09,956.81,Transfer,N
P-118112,C-33072,2025-11,688.26,Card,N
P-123537,C-33993,2025-12,664.2,Transfer,N
P-114536,C-32466,2025-11,674.94,Transfer,N
P-124478,C-34153,2025-08,826.81,Transfer,N
P-102640,C-30448,2025-08,625.9,Transfer,N
P-100119,C-30020,2025-11,880.15,Transfer,N
P-111841,C-32006,2025-10,1052.13,Transfer,N
P-120176,C-33426,2025-08,1191.54,Transfer,Y
P-114923,C-32531,2025-12,1297.47,Transfer,Y
P-103824,C-30647,2025-10,514.82,Transfer,N
P-119695,C-33346,2025-07,1133.49,Transfer,N
P-114780,C-32508,2025-07,573.7,Transfer,N
P-112451,C-32110,2025-10,591.06,Transfer,Y
P-121786,C-33699,2025-10,1064.96,Card,N
P-105092,C-30863,2025-07,719.27,Transfer,N
P-108627,C-31460,2025-12,501.73,Transfer,N
P-113356,C-32265,2025-12,675.3,Card,N
P-121063,C-33576,2025-12,460.52,Card,Y
P-113590,C-32305,2025-11,592.04,Card,N
P-123620,C-34008,2025-09,584.61,Transfer,N
P-123773,C-34033,2025-12,1020.02,Transfer,N
P-109096,C-31539,2025-07,1255.67,Transfer,N
P-116170,C-32741,2025-11,857.13,Card,Y
P-106870,C-31164,2025-10,1131.2,Transfer,N
P-122160,C-33762,2025-10,874.78,Transfer,N
P-103371,C-30570,2025-07,423.93,Transfer,Y
P-112425,C-32106,2025-07,801.84,Transfer,Y
P-121930,C-33724,2025-08,1046.64,Transfer,N
P-118218,C-33090,2025-09,938.51,Transfer,Y
P-114382,C-32439,2025-12,1185.4,Transfer,N
P-104546,C-30770,2025-10,802.26,Transfer,N
P-123980,C-34068,2025-09,709.24,Transfer,N
P-106716,C-31138,2025-12,789.57,Transfer,N
P-122281,C-33782,2025-11,1144.17,Transfer,Y
P-116829,C-32854,2025-10,751.87,Card,N
P-117303,C-32935,2025-08,909.55,Transfer,Y
P-104134,C-30699,2025-12,614.44,Transfer,N
P-105506,C-30932,2025-12,730.05,Card,N
P-107834,C-31326,2025-11,334.5,Transfer,N
P-100239,C-30040,2025-11,965.39,Transfer,N
P-117236,C-32924,2025-07,682.89,Transfer,N
P-111671,C-31977,2025-11,741.0,Transfer,N
P-105728,C-30971,2025-07,397.46,Card,N
P-110386,C-31757,2025-08,605.36,Card,N
P-103915,C-30662,2025-12,918.59,Transfer,N
P-108074,C-31367,2025-08,1292.63,Transfer,N
P-111463,C-31940,2025-12,1210.38,Transfer,N
P-114995,C-32544,2025-08,1388.97,Transfer,N
P-122719,C-33856,2025-10,1716.2,Transfer,N
P-106321,C-31072,2025-07,1042.49,Transfer,N
P-102037,C-30345,2025-10,881.83,Transfer,N
P-114002,C-32375,2025-11,905.78,Transfer,N
P-116359,C-32773,2025-08,977.46,Transfer,N
P-101201,C-30203,2025-11,411.43,Card,N
P-100985,C-30167,2025-07,717.66,Transfer,N
P-105239,C-30888,2025-07,496.19,Transfer,N
P-119089,C-33241,2025-12,866.03,Transfer,N
P-104506,C-30763,2025-12,728.48,Transfer,N
P-106644,C-31126,2025-12,800.7,Card,N
P-118718,C-33179,2025-07,748.19,Transfer,Y
P-101512,C-30256,2025-10,483.1,Card,N
P-103415,C-30577,2025-09,679.23,Card,N
P-104321,C-30732,2025-07,780.03,Transfer,N
P-104025,C-30681,2025-07,567.68,Card,Y
P-104729,C-30801,2025-11,850.53,Card,N
P-104996,C-30846,2025-11,895.2,Transfer,Y
P-123819,C-34041,2025-10,1122.65,Card,N
P-110036,C-31698,2025-08,550.3,Transfer,Y
P-104157,C-30703,2025-11,867.62,Transfer,N
P-116011,C-32715,2025-08,690.42,Transfer,N
P-122018,C-33738,2025-12,514.76,Transfer,N
P-105158,C-30874,2025-07,440.53,Transfer,N
P-114121,C-32395,2025-10,1005.66,Transfer,N
P-123759,C-34031,2025-10,1014.16,Transfer,Y
P-101907,C-30323,2025-07,688.04,Card,Y
P-105128,C-30869,2025-07,935.64,Transfer,N
P-112878,C-32183,2025-10,937.68,Transfer,N
P-117890,C-33035,2025-08,721.82,Card,N
P-111529,C-31952,2025-07,380.53,Card,N
P-122033,C-33741,2025-09,753.18,Transfer,N
P-100202,C-30034,2025-10,401.98,Card,N
P-118765,C-33186,2025-12,1244.29,Card,N
P-120985,C-33563,2025-07,973.93,Card,Y
P-124214,C-34109,2025-08,1028.16,Transfer,N
P-102148,C-30364,2025-07,966.71,Transfer,N
P-106791,C-31151,2025-09,1175.49,Transfer,N
P-102475,C-30418,2025-10,902.22,Transfer,N
P-104429,C-30751,2025-07,732.81,Card,N
P-112022,C-32037,2025-11,938.19,Transfer,N
P-121552,C-33659,2025-11,1228.08,Transfer,N
P-104110,C-30695,2025-12,894.25,Card,N
P-118779,C-33189,2025-08,1397.82,Transfer,N
P-112875,C-32183,2025-08,904.56,Transfer,N
P-123151,C-33928,2025-11,502.67,Card,N
P-106209,C-31052,2025-11,709.87,Card,N
P-116477,C-32794,2025-09,404.79,Transfer,N
P-109139,C-31546,2025-08,733.39,Transfer,Y
P-102283,C-30386,2025-10,526.19,Transfer,Y
P-100728,C-30123,2025-12,764.29,Transfer,N
P-101745,C-30295,2025-12,909.71,Transfer,Y
P-106550,C-31110,2025-08,423.13,Card,Y
P-116443,C-32788,2025-08,578.15,Transfer,Y
P-121782,C-33698,2025-12,703.81,Transfer,N
P-115539,C-32636,2025-08,973.27,Transfer,N
P-108585,C-31453,2025-12,1449.68,Transfer,N
P-115825,C-32684,2025-08,677.71,Transfer,Y
P-115009,C-32547,2025-07,881.7,Transfer,N
P-120879,C-33545,2025-09,907.33,Transfer,N
P-105022,C-30851,2025-07,649.44,Card,N
P-111246,C-31903,2025-08,939.17,Card,N
P-121600,C-33667,2025-11,598.31,Transfer,N
P-101044,C-30176,2025-11,722.17,Card,N
P-100714,C-30121,2025-10,545.56,Transfer,N
P-110435,C-31765,2025-09,1113.85,Transfer,N
P-111338,C-31919,2025-08,569.72,Transfer,N
P-110685,C-31808,2025-08,879.3,Transfer,N
P-101418,C-30240,2025-07,548.14,Transfer,N
P-122984,C-33900,2025-11,1310.54,Transfer,N
P-111585,C-31962,2025-11,633.75,Transfer,N
P-109757,C-31651,2025-11,944.38,Transfer,N
P-108843,C-31496,2025-11,955.0,Card,N
P-121474,C-33646,2025-07,945.93,Transfer,N
P-100567,C-30096,2025-08,373.59,Transfer,N
P-122167,C-33763,2025-11,900.34,Transfer,N
P-123598,C-34004,2025-11,697.77,Transfer,Y
P-115820,C-32683,2025-09,678.51,Transfer,N
P-122032,C-33741,2025-08,778.88,Transfer,N
P-124541,C-34164,2025-08,1258.68,Transfer,N
P-116075,C-32726,2025-07,1162.09,Transfer,N
P-119560,C-33323,2025-10,914.61,Transfer,N
P-121150,C-33591,2025-12,875.64,Transfer,N
P-119173,C-33257,2025-08,518.39,Transfer,Y
P-109796,C-31658,2025-08,521.38,Card,Y
P-120334,C-33452,2025-10,598.7,Transfer,Y
P-108219,C-31391,2025-09,602.95,Transfer,Y
P-124441,C-34147,2025-07,777.7,Card,N
P-101821,C-30308,2025-10,486.57,Transfer,N
P-124098,C-34089,2025-09,937.28,Card,N
P-123094,C-33919,2025-09,974.36,Transfer,N
P-101877,C-30318,2025-07,431.82,Transfer,N
P-114228,C-32414,2025-08,716.3,Transfer,N
P-113941,C-32365,2025-10,1012.4,Transfer,N
P-102149,C-30364,2025-08,939.44,Transfer,N
P-103446,C-30582,2025-10,871.62,Card,N
P-111628,C-31969,2025-12,540.11,Transfer,Y
P-119286,C-33276,2025-07,462.46,Transfer,N
P-113698,C-32323,2025-11,1043.06,Transfer,Y
P-110598,C-31793,2025-11,649.91,Card,N
P-112869,C-32182,2025-08,734.2,Transfer,N
P-119572,C-33325,2025-10,682.83,Transfer,N
P-114314,C-32428,2025-10,1044.13,Transfer,N
P-114190,C-32407,2025-12,535.63,Transfer,N
P-103742,C-30633,2025-09,947.97,Transfer,Y
P-106963,C-31180,2025-07,564.0,Transfer,N
P-123467,C-33981,2025-09,906.65,Card,N
P-102918,C-30494,2025-10,1004.87,Transfer,N
P-119131,C-33249,2025-10,507.71,Card,N
P-110199,C-31725,2025-12,796.11,Transfer,N
P-109544,C-31616,2025-08,613.97,Card,N
P-103478,C-30587,2025-12,1024.0,Transfer,N
P-116202,C-32747,2025-07,715.95,Transfer,Y
P-107071,C-31198,2025-07,653.76,Transfer,N
P-103601,C-30609,2025-07,889.35,Card,N
P-124752,C-34199,2025-09,1062.11,Transfer,N
P-120273,C-33442,2025-10,1183.23,Transfer,N
P-123542,C-33994,2025-11,1301.05,Transfer,N
P-107605,C-31288,2025-09,1015.64,Transfer,N
P-113983,C-32372,2025-10,596.55,Transfer,N
P-103042,C-30515,2025-08,781.14,Transfer,N
P-115828,C-32684,2025-11,610.47,Transfer,Y
P-119123,C-33248,2025-08,1019.66,Transfer,Y
P-107118,C-31205,2025-12,629.22,Transfer,N
P-101984,C-30335,2025-12,765.19,Transfer,N
P-101582,C-30268,2025-11,648.7,Card,N
P-117549,C-32977,2025-10,655.01,Card,N
P-123712,C-34023,2025-11,1185.86,Transfer,N
P-115222,C-32583,2025-07,689.63,Transfer,N
P-103292,C-30556,2025-12,872.79,Transfer,N
P-113676,C-32320,2025-07,970.6,Transfer,N
P-119680,C-33343,2025-10,1063.66,Transfer,N
P-118252,C-33096,2025-12,870.74,Card,N
P-110620,C-31797,2025-09,963.05,Transfer,N
P-106378,C-31081,2025-10,643.58,Transfer,N
P-107275,C-31233,2025-10,1117.08,Card,N
P-109608,C-31626,2025-12,603.12,Card,N
P-105173,C-30876,2025-12,1073.22,Transfer,N
P-114276,C-32422,2025-08,1235.68,Card,N
P-123786,C-34036,2025-07,694.12,Transfer,Y
P-119262,C-33272,2025-07,734.82,Transfer,N
P-101416,C-30239,2025-11,425.61,Transfer,N
P-112101,C-32050,2025-12,1057.75,Transfer,N
P-112080,C-32047,2025-09,500.17,Card,N
P-118155,C-33079,2025-12,578.12,Transfer,Y
P-120999,C-33566,2025-08,625.68,Transfer,N
P-111683,C-31979,2025-11,984.99,Transfer,N
P-119119,C-33247,2025-10,1321.43,Transfer,N
P-107550,C-31279,2025-08,790.27,Transfer,N
P-123190,C-33935,2025-12,601.84,Transfer,N
P-105558,C-30941,2025-10,457.84,Transfer,N
P-113111,C-32224,2025-12,612.39,Card,N
P-113453,C-32282,2025-07,882.57,Card,N
P-122133,C-33758,2025-07,838.86,Card,Y
P-121240,C-33606,2025-12,1072.42,Transfer,N
P-119324,C-33282,2025-09,569.54,Card,Y
P-103235,C-30547,2025-09,745.38,Transfer,Y
P-103957,C-30669,2025-11,445.96,Card,N
P-116252,C-32755,2025-09,921.07,Transfer,Y
P-124301,C-34123,2025-11,860.8,Transfer,N
P-114419,C-32446,2025-07,861.85,Transfer,N
P-110600,C-31794,2025-07,534.39,Card,N
P-109964,C-31686,2025-08,1178.29,Transfer,N
P-117468,C-32964,2025-07,706.77,Transfer,N
P-110960,C-31854,2025-12,527.43,Card,N
P-112540,C-32125,2025-12,1015.82,Card,N
P-100449,C-30076,2025-12,570.91,Transfer,N
P-118368,C-33117,2025-07,503.43,Transfer,N
P-112209,C-32068,2025-11,409.01,Transfer,N
P-107888,C-31335,2025-11,430.44,Transfer,Y
P-112121,C-32054,2025-08,740.73,Card,N
P-118870,C-33205,2025-08,637.19,Transfer,N
P-120788,C-33529,2025-11,1511.01,Transfer,Y
P-114019,C-32378,2025-10,742.19,Transfer,N
P-124005,C-34072,2025-10,1134.24,Transfer,Y
P-109430,C-31596,2025-08,993.91,Transfer,N
P-115808,C-32681,2025-09,1246.02,Transfer,N
P-122079,C-33749,2025-07,726.61,Transfer,N
P-102506,C-30424,2025-09,495.13,Card,N
P-119709,C-33348,2025-09,637.15,Transfer,N
P-123425,C-33974,2025-12,495.69,Transfer,N
P-114853,C-32520,2025-08,503.7,Transfer,N
P-102354,C-30398,2025-09,1097.13,Transfer,N
P-116717,C-32835,2025-09,846.01,Transfer,N
P-111924,C-32020,2025-12,632.6,Transfer,N
P-104313,C-30730,2025-11,612.7,Transfer,N
P-101748,C-30296,2025-09,1618.9,Transfer,N
P-113269,C-32251,2025-09,415.7,Transfer,N
P-119017,C-33229,2025-12,1043.55,Transfer,N
P-104034,C-30682,2025-10,861.8,Transfer,N
P-105607,C-30949,2025-11,407.46,Transfer,N
P-106488,C-31099,2025-12,878.59,Transfer,N
P-108251,C-31396,2025-11,1442.23,Transfer,N
P-105418,C-30918,2025-08,766.52,Transfer,N
P-112638,C-32142,2025-08,1090.21,Transfer,N
P-121758,C-33694,2025-12,553.49,Transfer,N
P-100470,C-30080,2025-09,700.47,Transfer,Y
P-121286,C-33614,2025-10,841.95,Transfer,Y
P-109870,C-31670,2025-10,784.37,Transfer,N
P-102831,C-30480,2025-07,580.78,Card,N
P-114364,C-32436,2025-12,731.53,Transfer,N
P-121961,C-33729,2025-09,694.45,Transfer,N
P-115869,C-32691,2025-10,659.99,Card,N
P-120927,C-33553,2025-09,1005.63,Card,N
P-123104,C-33921,2025-07,625.89,Transfer,Y
P-104545,C-30770,2025-09,813.5,Transfer,N
P-116560,C-32807,2025-12,601.11,Transfer,N
P-103593,C-30607,2025-11,455.79,Transfer,N
P-103048,C-30516,2025-08,837.17,Transfer,N
P-122817,C-33872,2025-12,874.04,Transfer,N
P-111803,C-31999,2025-11,603.08,Transfer,Y
P-114037,C-32381,2025-10,938.06,Transfer,N
P-103626,C-30613,2025-08,1148.55,Transfer,N
P-118800,C-33192,2025-11,443.38,Card,N
P-107851,C-31329,2025-10,730.29,Transfer,N
P-121109,C-33585,2025-07,445.41,Transfer,N
P-123707,C-34022,2025-12,1429.98,Transfer,N
P-120922,C-33552,2025-10,921.04,Transfer,N
P-116631,C-32820,2025-08,518.78,Card,Y
P-123475,C-33982,2025-11,983.79,Transfer,N
P-120039,C-33403,2025-10,790.21,Transfer,N
P-123934,C-34060,2025-12,567.33,Transfer,N
P-124491,C-34155,2025-09,544.27,Transfer,Y
P-112881,C-32184,2025-07,609.38,Transfer,N
P-101386,C-30234,2025-10,1652.88,Card,N
P-120896,C-33548,2025-08,714.94,Transfer,N
P-110913,C-31846,2025-09,741.17,Transfer,N
P-105689,C-30963,2025-11,759.33,Transfer,Y
P-118584,C-33154,2025-10,945.75,Card,N
P-109095,C-31538,2025-12,859.09,Card,N
P-117987,C-33051,2025-12,636.92,Transfer,N
P-101313,C-30222,2025-09,480.08,Transfer,N
P-105375,C-30911,2025-07,908.68,Transfer,N
P-107757,C-31313,2025-11,371.59,Transfer,N
P-123301,C-33954,2025-08,493.89,Transfer,N
