case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review
C-30290,Weybridge,1,60-74,Spanish,Private tenancy,2021-03-21,Active,,518.58,2,3,10
C-30291,Calder Central,4,75+,Spanish,No fixed abode,2024-11-30,Active,,1227.01,1,7,12
C-30292,Calder Central,3,60-74,English,Social tenancy,2025-06-01,Active,,1129.68,2,2,0
C-30293,Calder Central,3,30-44,English,Resident with family,2024-08-25,Active,,608.74,0,0,18
C-30294,Ash Hill,3,30-44,English,No fixed abode,2024-08-31,Active,,1226.73,1,1,17
C-30295,Weybridge,4,30-44,English,Owner-occupier,2022-06-10,Active,,959.32,1,2,19
C-30296,Weybridge,6,60-74,English,No fixed abode,2022-05-06,Active,,1578.98,1,1,6
C-30297,Weybridge,2,45-59,English,Resident with family,2023-11-18,Active,,1013.47,2,2,1
C-30298,Weybridge,1,45-59,English,Owner-occupier,2025-06-20,Active,,642.69,1,3,8
C-30299,Weybridge,3,45-59,English,Private tenancy,2022-04-07,Active,,649.87,2,1,12
C-30300,Weybridge,4,30-44,English,Private tenancy,2023-05-08,Active,,897.79,1,5,16
C-30301,Calder Central,1,75+,English,No fixed abode,2022-09-17,Active,,628.48,0,1,15
C-30302,Weybridge,2,45-59,English,Resident with family,2025-04-24,Active,,724.97,3,4,5
C-30303,Northgate,2,45-59,English,No fixed abode,2025-07-12,Active,,959.32,1,0,13
C-30304,Ash Hill,1,30-44,English,Social tenancy,2023-12-23,Active,,488.82,2,3,18
C-30305,Calder Central,2,18-29,English,Owner-occupier,2021-07-27,Active,,651.39,0,4,19
C-30306,Calder Central,1,45-59,Spanish,Social tenancy,2022-08-15,Active,,466.19,3,5,4
C-30307,Weybridge,5,18-29,English,Resident with family,2024-08-29,Active,,920.14,0,2,11
C-30308,Calder Central,1,30-44,English,Resident with family,2024-06-26,Closed,2025-11,500.18,1,2,17
C-30309,Calder Central,1,60-74,English,Resident with family,2022-02-14,Active,,654.34,1,0,4
C-30310,Weybridge,1,75+,English,Social tenancy,2021-03-21,Active,,760.08,0,3,2
C-30311,Ash Hill,2,45-59,English,No fixed abode,2022-09-02,Active,,760.65,1,0,12
C-30312,Weybridge,3,30-44,Other,Owner-occupier,2025-06-04,Active,,1184.58,2,4,6
C-30313,Northgate,5,45-59,English,Private tenancy,2025-05-29,Active,,799.19,1,1,5
C-30314,Calder Central,1,30-44,Other,Owner-occupier,2024-01-23,Active,,535.5,0,2,20
C-30315,Calder Central,5,30-44,English,Owner-occupier,2022-12-25,Active,,1069.28,0,0,4
C-30316,Calder Central,2,75+,English,Private tenancy,2024-03-29,Active,,778.56,1,4,6
C-30317,Ash Hill,3,18-29,English,Owner-occupier,2022-03-16,Active,,843.32,1,3,4
C-30318,Calder Central,1,75+,English,Owner-occupier,2021-05-09,Active,,456.83,0,4,22
C-30319,Ash Hill,3,45-59,English,Resident with family,2022-07-02,Active,,850.28,0,1,5
C-30320,Northgate,4,30-44,Other,Private tenancy,2021-07-16,Active,,890.99,3,6,16
C-30321,Ash Hill,4,30-44,English,Private tenancy,2024-01-10,Active,,1011.64,1,1,11
C-30322,Weybridge,3,30-44,English,Private tenancy,2021-12-09,Active,,798.09,2,0,0
C-30323,Northgate,2,75+,English,Resident with family,2024-09-23,Active,,729.07,1,0,14
C-30324,Northgate,2,60-74,English,Resident with family,2024-08-25,Suspended,,1019.8,1,3,4
C-30325,Calder Central,2,60-74,English,Resident with family,2023-08-02,Active,,765.95,0,0,0
C-30326,Calder Central,3,45-59,English,Owner-occupier,2024-12-16,Active,,1114.6,1,5,7
C-30327,Calder Central,1,75+,English,Resident with family,2022-07-10,Active,,703.17,1,0,7
C-30328,Northgate,3,60-74,English,No fixed abode,2025-04-11,Active,,986.24,1,4,22
C-30329,Northgate,4,45-59,Other,Private tenancy,2024-02-22,Active,,1058.55,0,5,18
C-30330,Northgate,2,60-74,English,Private tenancy,2021-01-07,Closed,2025-10,821.61,2,4,19
C-30331,Weybridge,4,75+,English,Resident with family,2021-08-09,Active,,1219.36,1,0,23
C-30332,Weybridge,1,30-44,English,No fixed abode,2024-12-27,Active,,569.73,0,0,17
C-30333,Northgate,1,60-74,Spanish,Resident with family,2021-11-23,Active,,512.13,1,7,21
C-30334,Ash Hill,1,18-29,English,Social tenancy,2025-08-16,Active,,634.88,1,2,5
C-30335,Calder Central,3,60-74,English,No fixed abode,2021-12-29,Active,,793.17,0,3,9
C-30336,Weybridge,4,30-44,English,No fixed abode,2024-03-06,Active,,942.42,0,1,21
C-30337,Northgate,3,45-59,English,Owner-occupier,2023-07-31,Closed,2025-07,628.92,0,0,4
C-30338,Northgate,6,18-29,English,No fixed abode,2022-09-15,Active,,1783.09,1,2,18
C-30339,Calder Central,1,30-44,English,No fixed abode,2024-08-20,Active,,664.59,1,3,22
C-30340,Ash Hill,4,60-74,English,Owner-occupier,2025-06-29,Active,,1288.06,2,0,11
C-30341,Weybridge,2,30-44,English,Social tenancy,2025-04-26,Active,,815.01,1,0,21
C-30342,Calder Central,1,75+,English,Owner-occupier,2021-07-01,Active,,545.04,1,1,13
C-30343,Northgate,3,45-59,Spanish,No fixed abode,2022-04-22,Active,,1006.58,2,4,12
C-30344,Northgate,2,45-59,Other,No fixed abode,2021-03-31,Suspended,,781.71,0,3,6
C-30345,Calder Central,2,18-29,Other,Private tenancy,2023-07-03,Active,,873.4,1,5,5
C-30346,Calder Central,2,18-29,English,Social tenancy,2022-03-02,Active,,821.11,1,2,18
C-30347,Ash Hill,2,45-59,English,No fixed abode,2021-09-20,Active,,687.84,2,4,10
C-30348,Ash Hill,1,45-59,English,Social tenancy,2022-06-12,Active,,472.01,2,3,4
C-30349,Calder Central,1,30-44,English,Owner-occupier,2023-03-11,Active,,709.46,1,3,12
C-30350,Calder Central,5,60-74,English,Resident with family,2023-03-01,Suspended,,851.49,2,5,3
C-30351,Calder Central,3,45-59,Other,Social tenancy,2022-09-28,Active,,1020.5,3,9,7
C-30352,Northgate,1,45-59,English,Social tenancy,2022-03-03,Active,,532.21,0,1,12
C-30353,Calder Central,5,60-74,English,Private tenancy,2025-05-16,Active,,1444.07,0,0,3
C-30354,Weybridge,4,75+,English,No fixed abode,2021-09-07,Active,,879.17,0,1,8
C-30355,Calder Central,2,18-29,Spanish,Owner-occupier,2022-05-21,Active,,642.33,2,2,14
C-30356,Calder Central,3,30-44,English,Resident with family,2023-10-29,Active,,1129.02,1,0,7
C-30357,Northgate,1,60-74,Other,Owner-occupier,2024-04-16,Active,,621.94,3,4,18
C-30358,Calder Central,1,30-44,English,Owner-occupier,2021-05-20,Active,,746.93,0,3,15
C-30359,Calder Central,3,60-74,English,Social tenancy,2021-09-30,Active,,1118.52,1,4,21
C-30360,Northgate,1,18-29,English,Private tenancy,2021-09-24,Active,,446.88,1,3,8
C-30361,Ash Hill,1,45-59,Other,Private tenancy,2024-09-20,Active,,609.78,1,4,5
C-30362,Weybridge,1,45-59,English,Private tenancy,2023-11-27,Active,,534.8,0,1,21
C-30363,Northgate,4,18-29,English,Resident with family,2023-12-05,Active,,965.46,1,2,18
C-30364,Calder Central,2,18-29,English,Owner-occupier,2023-01-24,Active,,912.71,0,2,11
C-30365,Calder Central,4,45-59,English,Private tenancy,2025-07-07,Active,,1150.34,2,1,19
C-30366,Northgate,2,60-74,English,Resident with family,2021-12-09,Active,,530.51,1,1,21
C-30367,Weybridge,4,30-44,English,Resident with family,2023-02-12,Active,,1169.5,0,1,13
C-30368,Northgate,3,45-59,English,No fixed abode,2024-11-23,Active,,1082.51,0,2,15
C-30369,Weybridge,2,45-59,Other,Owner-occupier,2025-07-03,Active,,803.64,1,3,19
C-30370,Weybridge,3,18-29,English,No fixed abode,2024-01-16,Active,,685.36,0,1,5
C-30371,Calder Central,3,60-74,English,Owner-occupier,2021-02-19,Active,,702.25,0,3,11
C-30372,Weybridge,3,60-74,Other,Social tenancy,2022-10-29,Active,,741.3,1,7,16
C-30373,Ash Hill,2,45-59,Other,Social tenancy,2025-01-13,Active,,585.55,0,5,15
C-30374,Ash Hill,3,18-29,English,Owner-occupier,2021-04-11,Active,,619.97,1,1,11
C-30375,Ash Hill,6,18-29,English,Owner-occupier,2023-01-21,Active,,1023.44,1,1,22
C-30376,Northgate,5,60-74,English,Owner-occupier,2023-12-13,Active,,1236.7,1,3,1
C-30377,Northgate,3,18-29,English,Owner-occupier,2021-05-27,Active,,770.74,0,1,22
C-30378,Calder Central,1,30-44,English,Owner-occupier,2022-06-14,Active,,509.46,1,2,14
C-30379,Calder Central,2,75+,Other,Owner-occupier,2024-02-15,Active,,611.54,2,4,12
C-30380,Ash Hill,2,45-59,English,Owner-occupier,2023-07-07,Active,,542.03,0,1,21
C-30381,Ash Hill,6,45-59,English,Social tenancy,2025-01-11,Active,,1100.93,1,0,3
C-30382,Northgate,1,75+,English,Private tenancy,2021-12-15,Active,,510.11,3,3,8
C-30383,Calder Central,2,60-74,English,Social tenancy,2022-06-24,Active,,912.41,1,1,15
C-30384,Weybridge,2,30-44,English,Private tenancy,2024-02-05,Active,,756.56,1,0,8
C-30385,Northgate,1,45-59,English,No fixed abode,2024-06-05,Active,,756.25,0,2,14
C-30386,Weybridge,1,18-29,English,Owner-occupier,2025-07-09,Active,,516.73,2,4,3
C-30387,Weybridge,5,30-44,Other,Social tenancy,2021-05-07,Closed,2025-09,1116.54,6,3,20
C-30388,Ash Hill,2,18-29,English,Owner-occupier,2025-07-18,Active,,515.24,0,0,6
C-30389,Weybridge,3,60-74,English,Private tenancy,2023-11-18,Active,,955.87,1,0,21
C-30390,Weybridge,3,30-44,English,Private tenancy,2022-11-29,Active,,965.73,0,2,13
C-30391,Weybridge,2,60-74,Spanish,Owner-occupier,2023-12-06,Active,,749.76,1,5,1
C-30392,Northgate,2,30-44,English,Private tenancy,2023-09-07,Active,,833.7,0,4,1
C-30393,Weybridge,1,18-29,English,Social tenancy,2021-11-10,Active,,402.12,0,2,2
C-30394,Weybridge,5,60-74,English,Private tenancy,2024-02-17,Active,,990.43,2,0,17
C-30395,Northgate,1,18-29,English,Resident with family,2024-12-02,Active,,511.26,0,3,10
C-30396,Northgate,1,18-29,English,Owner-occupier,2023-09-25,Active,,741.26,2,1,20
C-30397,Weybridge,5,30-44,English,Social tenancy,2023-10-21,Active,,1188.4,1,1,18
C-30398,Northgate,3,60-74,English,Private tenancy,2022-08-20,Active,,1108.47,1,0,18
C-30399,Ash Hill,3,30-44,English,Owner-occupier,2022-12-12,Active,,623.56,3,0,4
C-30400,Ash Hill,2,45-59,English,Owner-occupier,2023-02-25,Active,,567.34,0,5,1
C-30401,Ash Hill,3,45-59,English,Owner-occupier,2025-02-26,Active,,864.14,0,1,7
C-30402,Ash Hill,3,30-44,English,No fixed abode,2023-05-10,Active,,682.6,1,0,12
C-30403,Weybridge,1,60-74,English,Social tenancy,2024-04-30,Active,,761.25,2,2,10
C-30404,Calder Central,4,30-44,English,No fixed abode,2025-02-10,Active,,1171.58,1,2,13
C-30405,Calder Central,2,18-29,English,Owner-occupier,2023-04-01,Active,,984.18,1,1,18
C-30406,Northgate,1,45-59,English,Social tenancy,2025-01-15,Active,,584.17,0,3,15
C-30407,Calder Central,5,18-29,English,Owner-occupier,2025-08-19,Active,,1098.62,0,0,4
C-30408,Calder Central,2,30-44,Spanish,Private tenancy,2021-03-04,Active,,988.12,1,4,12
C-30409,Calder Central,4,75+,Other,No fixed abode,2023-09-06,Active,,956.66,2,5,10
C-30410,Weybridge,4,45-59,Other,Owner-occupier,2021-12-30,Active,,1076.5,2,6,7
C-30411,Northgate,2,60-74,English,Social tenancy,2023-02-01,Active,,665.01,0,2,14
C-30412,Weybridge,2,45-59,English,Owner-occupier,2022-02-21,Active,,871.53,0,4,18
C-30413,Calder Central,1,45-59,English,Resident with family,2021-12-21,Active,,508.19,1,0,13
C-30414,Weybridge,2,60-74,Other,No fixed abode,2022-08-04,Active,,552.11,2,4,9
C-30415,Ash Hill,4,30-44,English,Owner-occupier,2023-04-06,Active,,1194.27,0,3,10
C-30416,Weybridge,2,30-44,Spanish,No fixed abode,2021-01-02,Active,,919.91,1,2,23
C-30417,Weybridge,1,45-59,English,No fixed abode,2021-07-20,Active,,467.65,0,2,10
C-30418,Northgate,4,75+,English,Owner-occupier,2021-09-04,Active,,859.76,0,0,20
C-30419,Northgate,6,45-59,English,Social tenancy,2021-10-02,Closed,2025-08,1760.46,1,3,12
C-30420,Northgate,1,60-74,English,Owner-occupier,2022-10-10,Active,,538.44,0,1,11
C-30421,Weybridge,2,45-59,English,Owner-occupier,2023-09-08,Suspended,,745.8,1,2,8
C-30422,Calder Central,2,60-74,Spanish,No fixed abode,2024-02-09,Active,,574.21,3,5,5
C-30423,Ash Hill,5,30-44,Other,Owner-occupier,2024-09-04,Active,,887.16,1,2,4
C-30424,Calder Central,1,45-59,English,Social tenancy,2022-08-23,Active,,483.44,1,1,23
C-30425,Northgate,2,45-59,English,Owner-occupier,2021-11-18,Closed,2025-09,963.05,0,3,12
C-30426,Northgate,1,60-74,English,No fixed abode,2024-11-17,Active,,411.54,0,1,1
C-30427,Northgate,3,30-44,English,No fixed abode,2021-09-01,Closed,2025-08,816.38,0,0,21
C-30428,Calder Central,3,18-29,English,Social tenancy,2024-06-06,Active,,1239.65,0,2,7
C-30429,Weybridge,3,75+,English,Social tenancy,2024-03-21,Suspended,,776.16,0,1,20
C-30430,Calder Central,1,45-59,English,Owner-occupier,2023-06-14,Active,,439.57,1,1,1
C-30431,Weybridge,2,30-44,English,No fixed abode,2025-02-04,Active,,939.08,1,3,11
C-30432,Weybridge,1,30-44,English,No fixed abode,2025-04-25,Active,,466.15,0,1,0
C-30433,Calder Central,2,30-44,Spanish,Owner-occupier,2023-08-27,Closed,2025-09,592.06,3,7,20
C-30434,Ash Hill,1,60-74,Spanish,No fixed abode,2023-11-11,Active,,677.79,0,5,8
C-30435,Calder Central,2,45-59,English,Resident with family,2021-12-14,Active,,876.25,0,0,17
C-30436,Northgate,3,18-29,English,Private tenancy,2024-11-24,Closed,2025-10,1103.35,1,1,21
C-30437,Calder Central,1,60-74,English,Social tenancy,2021-05-23,Suspended,,490.54,0,2,5
C-30438,Calder Central,1,45-59,English,Social tenancy,2024-12-02,Active,,642.44,1,1,21
C-30439,Northgate,4,45-59,English,Owner-occupier,2022-01-24,Active,,1234.91,0,1,17
C-30440,Calder Central,4,30-44,English,No fixed abode,2024-06-09,Active,,1065.75,0,1,18
C-30441,Weybridge,4,45-59,English,Private tenancy,2022-06-14,Active,,1283.91,0,1,17
C-30442,Northgate,1,45-59,English,No fixed abode,2024-02-20,Active,,566.81,1,2,7
C-30443,Weybridge,1,75+,English,No fixed abode,2023-01-21,Suspended,,718.29,0,2,12
C-30444,Northgate,2,45-59,English,Owner-occupier,2023-06-12,Active,,776.88,3,0,1
C-30445,Northgate,1,60-74,Spanish,Resident with family,2023-09-01,Active,,661.23,0,4,2
C-30446,Northgate,2,75+,English,Resident with family,2024-04-20,Active,,688.28,1,2,23
C-30447,Weybridge,2,60-74,English,Social tenancy,2023-12-30,Active,,553.73,2,3,3
C-30448,Ash Hill,1,60-74,English,Social tenancy,2023-04-18,Active,,620.41,1,1,1
C-30449,Calder Central,3,60-74,English,Owner-occupier,2023-02-06,Active,,618.82,0,3,3
C-30450,Northgate,2,18-29,English,No fixed abode,2025-06-19,Active,,894.87,0,3,4
C-30451,Northgate,5,60-74,Spanish,No fixed abode,2023-04-25,Active,,1446.5,0,4,9
C-30452,Northgate,4,18-29,Other,Resident with family,2021-10-28,Suspended,,1248.9,2,7,12
C-30453,Calder Central,3,45-59,English,Social tenancy,2023-07-27,Active,,700.17,1,2,22
C-30454,Weybridge,4,18-29,English,Resident with family,2022-01-12,Active,,1172.2,0,3,20
C-30455,Northgate,3,18-29,English,Private tenancy,2025-01-23,Active,,1016.58,1,0,16
C-30456,Calder Central,5,45-59,Other,No fixed abode,2024-02-27,Active,,967.36,0,2,13
C-30457,Ash Hill,3,18-29,English,Resident with family,2024-06-29,Active,,635.38,0,2,11
C-30458,Northgate,1,75+,English,Social tenancy,2023-05-14,Active,,503.86,1,2,22
C-30459,Northgate,2,18-29,English,Private tenancy,2024-10-05,Active,,1005.37,1,4,14
C-30460,Northgate,1,45-59,Other,Owner-occupier,2024-03-31,Active,,627.12,1,3,13
C-30461,Weybridge,2,30-44,Spanish,Owner-occupier,2024-07-19,Active,,872.57,2,7,9
C-30462,Ash Hill,2,45-59,English,Social tenancy,2021-11-05,Active,,866.33,1,1,15
C-30463,Northgate,2,18-29,English,Private tenancy,2021-01-12,Suspended,,501.37,1,4,8
C-30464,Weybridge,1,45-59,Other,Private tenancy,2021-08-02,Suspended,,381.75,1,4,3
C-30465,Calder Central,3,45-59,Other,Social tenancy,2024-03-11,Active,,868.7,1,3,7
C-30466,Northgate,2,60-74,English,Social tenancy,2024-10-05,Active,,827.71,0,2,19
C-30467,Ash Hill,2,18-29,English,No fixed abode,2025-08-27,Suspended,,812.24,1,2,11
C-30468,Calder Central,1,18-29,English,Private tenancy,2025-08-23,Active,,689.36,0,3,9
C-30469,Calder Central,2,30-44,English,Private tenancy,2021-12-12,Active,,853.09,0,2,16
C-30470,Weybridge,1,60-74,English,Social tenancy,2025-05-30,Active,,618.48,1,2,16
C-30471,Calder Central,3,45-59,English,Resident with family,2024-08-10,Active,,934.15,1,1,14
C-30472,Ash Hill,1,30-44,Spanish,Social tenancy,2021-12-01,Active,,717.38,2,3,3
C-30473,Weybridge,4,30-44,English,Owner-occupier,2023-11-16,Active,,908.16,0,0,5
C-30474,Ash Hill,2,60-74,English,Private tenancy,2024-07-09,Active,,969.06,1,3,22
C-30475,Northgate,6,30-44,English,Resident with family,2024-06-10,Active,,1442.0,0,2,18
C-30476,Northgate,1,30-44,English,Owner-occupier,2021-10-14,Suspended,,633.91,1,1,21
C-30477,Calder Central,2,30-44,English,Owner-occupier,2021-04-24,Active,,535.41,0,0,6
C-30478,Ash Hill,3,60-74,English,No fixed abode,2024-09-11,Active,,1120.43,0,1,7
C-30479,Northgate,2,18-29,English,Owner-occupier,2021-04-06,Active,,791.81,0,1,21
C-30480,Ash Hill,2,45-59,Spanish,Private tenancy,2024-05-20,Active,,610.92,2,5,21
C-30481,Northgate,4,30-44,English,Social tenancy,2025-06-04,Active,,745.95,0,2,9
C-30482,Calder Central,1,60-74,English,Resident with family,2023-07-17,Active,,632.82,0,4,8
C-30483,Northgate,1,30-44,English,Private tenancy,2024-06-02,Active,,547.22,0,3,3
C-30484,Weybridge,2,45-59,Spanish,Social tenancy,2021-06-07,Active,,748.57,3,2,9
C-30485,Calder Central,2,18-29,English,Private tenancy,2024-11-08,Active,,1025.41,2,1,12
C-30486,Northgate,2,30-44,English,Resident with family,2023-02-25,Active,,894.1,2,2,17
C-30487,Calder Central,2,30-44,English,Owner-occupier,2023-11-11,Active,,859.26,1,0,18
C-30488,Weybridge,1,60-74,English,Owner-occupier,2022-10-23,Active,,434.58,1,2,19
C-30489,Weybridge,4,60-74,English,No fixed abode,2025-08-07,Active,,988.3,2,4,6
C-30490,Weybridge,3,45-59,Spanish,Private tenancy,2024-11-22,Active,,882.66,3,5,16
C-30491,Northgate,5,30-44,English,Private tenancy,2021-12-15,Active,,874.72,1,1,23
C-30492,Weybridge,2,18-29,English,No fixed abode,2022-05-09,Closed,2025-09,620.58,2,4,6
C-30493,Northgate,2,30-44,English,Social tenancy,2021-12-19,Active,,838.31,0,2,16
C-30494,Weybridge,5,60-74,English,Owner-occupier,2023-07-26,Active,,1025.45,1,2,8
C-30495,Calder Central,3,18-29,English,Private tenancy,2021-05-12,Active,,782.83,2,4,22
C-30496,Weybridge,1,30-44,English,Resident with family,2024-08-09,Active,,417.68,2,1,1
C-30497,Ash Hill,2,45-59,Spanish,Social tenancy,2024-03-06,Active,,809.42,2,2,17
C-30498,Northgate,3,60-74,English,Owner-occupier,2022-11-16,Active,,1103.18,1,2,8
C-30499,Calder Central,4,45-59,English,Owner-occupier,2022-01-10,Closed,2025-08,1201.51,1,3,10
C-30500,Calder Central,1,60-74,English,Owner-occupier,2025-05-21,Active,,612.96,0,2,23
C-30501,Weybridge,3,18-29,English,Private tenancy,2024-05-21,Active,,1165.5,2,1,10
C-30502,Northgate,2,30-44,English,Social tenancy,2025-02-27,Active,,527.17,0,2,14
C-30503,Calder Central,3,75+,Other,Owner-occupier,2022-06-07,Active,,1228.63,1,5,6
C-30504,Calder Central,5,30-44,English,Private tenancy,2022-07-25,Active,,1037.36,0,2,22
C-30505,Ash Hill,4,18-29,Other,Owner-occupier,2023-02-27,Suspended,,835.05,3,4,14
C-30506,Northgate,3,60-74,English,Social tenancy,2023-04-16,Active,,802.11,1,1,13
C-30507,Northgate,3,30-44,English,No fixed abode,2024-09-23,Closed,2025-08,928.56,3,4,21
C-30508,Calder Central,2,75+,English,Private tenancy,2021-12-15,Active,,749.8,0,3,21
C-30509,Northgate,1,30-44,English,Private tenancy,2021-01-13,Active,,571.87,0,1,10
C-30510,Northgate,1,45-59,English,Social tenancy,2022-09-30,Active,,697.28,1,0,9
C-30511,Calder Central,1,45-59,English,Owner-occupier,2022-03-10,Suspended,,658.38,2,2,14
C-30512,Northgate,4,60-74,English,Owner-occupier,2024-07-26,Active,,825.94,1,0,23
C-30513,Northgate,4,30-44,English,Owner-occupier,2022-01-09,Active,,1389.55,0,4,2
C-30514,Weybridge,1,30-44,Spanish,No fixed abode,2023-07-05,Active,,583.74,2,5,18
C-30515,Weybridge,1,30-44,Other,Private tenancy,2021-05-14,Active,,752.79,1,7,4
C-30516,Calder Central,3,18-29,English,Owner-occupier,2023-04-10,Active,,845.08,0,2,3
C-30517,Calder Central,1,30-44,Spanish,Owner-occupier,2024-01-10,Active,,685.03,2,4,12
C-30518,Ash Hill,1,30-44,English,Resident with family,2025-02-28,Active,,520.72,2,3,9
C-30519,Calder Central,2,60-74,Other,Resident with family,2023-07-11,Active,,749.55,0,6,14
C-30520,Weybridge,4,45-59,English,Owner-occupier,2024-07-25,Active,,1264.22,3,0,8
C-30521,Northgate,2,75+,English,Private tenancy,2023-09-27,Active,,644.48,0,2,11
C-30522,Northgate,4,45-59,English,Owner-occupier,2025-03-01,Suspended,,811.82,1,0,7
C-30523,Weybridge,2,60-74,Spanish,Social tenancy,2021-10-24,Active,,828.39,6,6,23
C-30524,Calder Central,6,30-44,English,No fixed abode,2021-04-10,Active,,1143.1,0,4,1
C-30525,Weybridge,4,45-59,Spanish,Social tenancy,2025-03-22,Active,,1307.65,2,3,2
C-30526,Ash Hill,2,18-29,English,Resident with family,2025-06-08,Active,,1001.98,0,4,7
C-30527,Calder Central,3,60-74,English,Social tenancy,2023-03-18,Active,,617.75,1,1,22
C-30528,Calder Central,1,45-59,English,Private tenancy,2021-07-17,Active,,433.2,3,1,22
C-30529,Weybridge,4,45-59,English,Private tenancy,2025-03-25,Active,,714.91,2,0,12
C-30530,Weybridge,2,45-59,English,Owner-occupier,2024-04-08,Active,,755.66,2,3,18
