case_id,district,household_size,age_band,language_preference,tenure,opened_date,status,closure_month,monthly_award,payment_adjustments,contact_attempts,months_since_review,payment_count,total_paid,average_payment,maximum_payment,minimum_payment,payment_std,adjustment_payment_count,needs_figure,average_payment_to_award_ratio,maximum_payment_to_award_ratio,payment_variability,adjustment_rate,award_to_needs_ratio,unusual_payment_count,first_month_payment,last_month_payment,first_to_last_change,first_to_last_change_pct,high_payment_months,months_above_award,largest_monthly_increase,largest_monthly_decrease,risk_score,average_ratio_score,maximum_ratio_score,high_month_score,above_award_score,variability_score,administrative_activity_flag,administrative_context,final_risk_score,investigator_context,rank
C-33892,Northgate,2,45-59,English,Private tenancy,2024-06-22,Active,0,808.67,2,0,0,6,4686.71,781.1183333333333,834.95,553.01,112.1491769772149,2,1670,0.9659296540409974,1.032497805037902,0.14357514372839145,0.3333333333333333,0.48423353293413174,0,834.95,833.57,-1.3799999999999955,-0.001652793580453914,0,5,280.56000000000006,-273.31000000000006,18.57,0.0,0.32,0.0,12.5,5.74,0,,18.57,No strong administrative-activity warning detected.,58
C-30713,Calder Central,1,60-74,English,Private tenancy,2022-11-08,Active,0,545.39,1,1,15,6,3178.42,529.7366666666667,575.82,382.38,73.00767703924475,2,1240,0.9712988259166224,1.055794935734062,0.13781881004885085,0.3333333333333333,0.43983064516129033,0,382.38,550.52,168.14,0.4397196506093415,0,5,193.44000000000005,-27.24000000000001,18.57,0.0,0.56,0.0,12.5,5.51,0,,18.57,No strong administrative-activity warning detected.,59
C-32941,Northgate,1,30-44,Other,No fixed abode,2024-08-16,Active,0,730.97,2,1,14,6,4306.63,717.7716666666666,774.3,520.41,97.38483442850159,3,1240,0.9819440834325166,1.0592773985252473,0.13567662106357165,0.5,0.589491935483871,0,740.89,520.41,-220.48000000000002,-0.29758803601074385,0,5,15.830000000000041,-253.89,18.52,0.0,0.59,0.0,12.5,5.43,0,,18.52,No strong administrative-activity warning detected.,60
C-30791,Calder Central,4,18-29,English,Private tenancy,2023-03-25,Active,0,1341.43,0,1,16,6,7772.59,1295.4316666666666,1387.81,930.6,179.51141550516135,0,2330,0.9657094791876331,1.0345750430510723,0.1385726627843445,0.0,0.5757210300429185,0,1367.02,1385.27,18.25,0.013350207019648579,0,5,428.30000000000007,-436.41999999999996,18.39,0.0,0.35,0.0,12.5,5.54,0,,18.39,No strong administrative-activity warning detected.,61
C-30240,Weybridge,2,30-44,English,Owner-occupier,2023-01-04,Active,0,536.63,0,1,2,6,3146.33,524.3883333333333,568.21,390.5,66.86916162676684,0,1670,0.9771878824019032,1.0588487412183443,0.1275184007273875,0.0,0.32133532934131737,0,548.14,536.66,-11.480000000000018,-0.020943554566351694,0,5,147.95000000000005,-177.71000000000004,18.19,0.0,0.59,0.0,12.5,5.1,0,,18.19,No strong administrative-activity warning detected.,62
C-31176,Northgate,1,45-59,Spanish,Owner-occupier,2023-03-04,Active,0,731.63,1,6,8,6,4366.11,727.685,773.97,545.92,89.72070769894762,0,1240,0.9946079302379618,1.057870781679264,0.12329607962091788,0.0,0.5900241935483871,0,751.79,773.97,22.180000000000064,0.029502919698320095,0,5,225.10000000000002,-205.87,18.01,0.0,0.58,0.0,12.5,4.93,1,6 contact attempts,18.01,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,63
C-33447,Calder Central,3,30-44,English,Private tenancy,2023-02-12,Active,0,865.41,1,1,21,7,6058.02,865.4314285714287,898.01,839.17,20.279165358047823,0,2000,1.000024761178434,1.0376700061242647,0.023432434608392633,0.0,0.432705,1,869.67,898.01,28.340000000000032,0.03258707325767249,1,5,826.87,-860.7700000000001,17.98,0.0,0.38,4.17,12.5,0.94,0,,17.98,No strong administrative-activity warning detected.,64
C-30714,Calder Central,5,75+,Other,Owner-occupier,2024-01-12,Active,0,1347.15,1,3,6,6,7884.46,1314.0766666666666,1400.91,976.01,166.66895279765413,2,2660,0.9754494055351419,1.0399064692127826,0.1268335075307535,0.3333333333333333,0.5064473684210526,0,1391.42,1372.89,-18.529999999999973,-0.013317330496902424,0,5,373.23,-424.9000000000001,17.97,0.0,0.4,0.0,12.5,5.07,0,,17.97,No strong administrative-activity warning detected.,65
C-30987,Northgate,1,45-59,English,No fixed abode,2025-04-01,Active,0,591.08,0,2,20,6,3466.04,577.6733333333333,618.8,432.92,71.79324694333492,0,1240,0.9773183551013962,1.0468972051160585,0.12428000878812984,0.0,0.47667741935483876,0,609.21,592.53,-16.680000000000064,-0.02737972127837702,0,5,159.60999999999996,-161.68,17.94,0.0,0.47,0.0,12.5,4.97,0,,17.94,No strong administrative-activity warning detected.,66
C-31684,Weybridge,3,75+,English,Social tenancy,2021-12-11,Active,0,949.26,1,3,4,6,5485.68,914.2800000000001,967.5,674.69,117.41535521387308,1,2000,0.9631502433474497,1.0192149674483282,0.12842384741422,0.16666666666666666,0.47463,0,961.56,962.52,0.9600000000000364,0.0009983776363409838,0,5,292.80999999999995,-283.17999999999995,17.83,0.0,0.19,0.0,12.5,5.14,0,,17.83,No strong administrative-activity warning detected.,67
C-32883,Northgate,4,30-44,English,Owner-occupier,2022-12-20,Active,0,1108.18,1,1,23,6,6514.98,1085.83,1171.26,831.86,125.71833501920081,2,2330,0.9798317962785827,1.0569221606598205,0.11578086350460091,0.3333333333333333,0.4756137339055794,0,1130.07,1129.24,-0.8299999999999272,-0.0007344677763323753,0,5,297.38,-339.4,17.7,0.0,0.57,0.0,12.5,4.63,0,,17.7,No strong administrative-activity warning detected.,68
C-32735,Weybridge,2,45-59,Spanish,Social tenancy,2023-08-10,Active,0,843.77,5,4,3,7,5719.03,817.0042857142856,873.6,690.21,64.78193700334039,0,1670,0.9682784238765133,1.0353532360714413,0.07929204061237356,0.0,0.505251497005988,1,690.21,871.11,180.89999999999998,0.2620941452601382,1,4,756.0,-717.1999999999999,17.69,0.0,0.35,4.17,10.0,3.17,1,5 payment adjustments,17.69,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,69
C-30663,Weybridge,1,45-59,English,Resident with family,2024-06-19,Active,0,590.68,2,4,9,7,3851.4,550.2,620.06,444.01,75.0165435087488,4,1240,0.9314688156023567,1.0497392835376176,0.13634413578471244,0.5714285714285714,0.4763548387096774,1,620.06,614.45,-5.6099999999999,-0.009047511531141987,1,3,315.41999999999996,-301.48,17.62,0.0,0.5,4.17,7.5,5.45,0,,17.62,No strong administrative-activity warning detected.,70
C-33429,Calder Central,5,30-44,English,Social tenancy,2023-11-05,Active,0,1196.67,0,5,10,6,7004.77,1167.4616666666668,1234.29,883.43,139.56015210892633,0,2660,0.975591989994457,1.0314372383363835,0.11954152850893861,0.0,0.4498759398496241,0,1205.38,1234.28,28.899999999999864,0.023975841643299092,0,5,343.2900000000001,-337.2400000000001,17.6,0.0,0.31,0.0,12.5,4.78,0,,17.6,No strong administrative-activity warning detected.,71
C-30828,Ash Hill,3,18-29,English,No fixed abode,2021-06-17,Active,0,900.56,2,1,8,8,6766.02,845.7525,952.01,670.9,111.70646186066666,0,2000,0.9391406458203786,1.0571311184152083,0.1320793753026644,0.0,0.45027999999999996,1,952.01,853.61,-98.39999999999998,-0.10336025882081068,1,3,944.7499999999999,-497.78,17.52,0.0,0.57,4.17,7.5,5.28,0,,17.52,No strong administrative-activity warning detected.,72
C-31697,Ash Hill,5,30-44,English,Owner-occupier,2025-02-01,Active,0,942.76,0,3,21,6,5640.53,940.0883333333333,991.55,730.91,102.91262088134124,0,2660,0.9971661221661221,1.0517523017523016,0.10947122438636928,0.0,0.35442105263157897,0,991.55,983.33,-8.219999999999914,-0.008290050930361469,0,5,234.01999999999998,-260.64,17.4,0.0,0.52,0.0,12.5,4.38,0,,17.4,No strong administrative-activity warning detected.,73
C-31397,Weybridge,3,60-74,English,Social tenancy,2023-11-14,Active,0,742.01,0,2,11,6,4367.79,727.965,773.95,565.2,80.64224073027731,0,2000,0.9810716836700315,1.043045241977871,0.11077763454325043,0.0,0.371005,0,773.95,758.54,-15.410000000000082,-0.0199108469539377,0,5,193.33999999999992,-176.95999999999992,17.36,0.0,0.43,0.0,12.5,4.43,0,,17.36,No strong administrative-activity warning detected.,74
C-31532,Weybridge,6,18-29,English,Resident with family,2022-07-08,Active,0,929.03,1,1,15,6,5507.6,917.9333333333334,966.49,709.74,102.10814476165294,2,2990,0.9880556422648713,1.0403216257817294,0.1112369940754444,0.3333333333333333,0.3107123745819398,0,709.74,955.17,245.42999999999995,0.34580268830839456,0,5,243.64999999999998,-7.790000000000077,17.35,0.0,0.4,0.0,12.5,4.45,0,,17.35,No strong administrative-activity warning detected.,75
C-32903,Ash Hill,2,30-44,English,Private tenancy,2023-10-23,Active,0,717.68,0,0,12,6,4220.45,703.4083333333333,743.29,542.86,78.81499740954551,0,1670,0.9801141641585851,1.0356844276000445,0.11204728985233164,0.0,0.42974850299401196,0,731.48,542.86,-188.62,-0.2578607754142287,0,5,9.370000000000005,-192.78999999999996,17.34,0.0,0.36,0.0,12.5,4.48,0,,17.34,No strong administrative-activity warning detected.,76
C-33065,Weybridge,3,45-59,English,Social tenancy,2021-01-10,Active,0,822.46,0,1,12,6,4862.78,810.4633333333333,866.43,634.14,87.11316035288047,0,2000,0.9854136776661883,1.0534615665199523,0.10748562799824028,0.0,0.41123000000000004,0,834.29,840.28,5.990000000000009,0.007179757638231321,0,5,232.28999999999996,-205.25,17.33,0.0,0.53,0.0,12.5,4.3,0,,17.33,No strong administrative-activity warning detected.,77
C-30249,Northgate,3,18-29,English,Private tenancy,2023-01-11,Active,0,1032.64,0,3,15,6,6135.04,1022.5066666666667,1089.53,806.17,107.61280493819805,0,2000,0.9901869641565952,1.0550918035326928,0.10524411081740108,0.0,0.51632,0,1060.24,1081.02,20.779999999999973,0.019599335999396336,0,5,274.85,-229.58000000000004,17.26,0.0,0.55,0.0,12.5,4.21,0,,17.26,No strong administrative-activity warning detected.,78
C-33549,Calder Central,1,45-59,Spanish,Resident with family,2024-10-27,Active,0,741.44,3,4,15,6,4355.16,725.86,768.3,565.15,79.36949691159694,1,1240,0.9789868364264134,1.0362268018990073,0.10934546181301757,0.16666666666666666,0.5979354838709677,0,565.15,766.75,201.60000000000002,0.3567194550119438,0,5,203.14999999999998,-15.629999999999995,17.24,0.0,0.36,0.0,12.5,4.37,0,,17.24,No strong administrative-activity warning detected.,79
C-33164,Weybridge,3,45-59,Other,No fixed abode,2025-03-20,Active,0,637.12,1,6,5,6,3741.83,623.6383333333333,664.2,489.6,66.40363436338906,1,2000,0.9788396743679892,1.0425037669512809,0.10647779460326481,0.16666666666666666,0.31856,0,652.36,664.2,11.840000000000032,0.018149488012753744,0,5,174.60000000000002,-167.27999999999997,17.18,0.0,0.43,0.0,12.5,4.26,1,6 contact attempts,17.18,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,80
C-34114,Ash Hill,3,75+,English,Owner-occupier,2024-05-07,Active,0,1188.88,0,1,14,6,6679.049999999999,1113.175,1257.28,878.0,181.13709302624895,0,2000,0.9363224211022138,1.0575331404346948,0.1627211292260866,0.0,0.5944400000000001,0,878.0,1197.82,319.81999999999994,0.364259681093394,0,4,362.65999999999997,-41.82999999999993,17.08,0.0,0.58,0.0,10.0,6.51,0,,17.08,No strong administrative-activity warning detected.,81
C-31340,Weybridge,1,30-44,English,Resident with family,2024-04-19,Active,0,424.99,0,2,9,6,2655.98,442.66333333333336,449.64,426.53,8.37348115580771,0,1240,1.0415852922029538,1.0580013647379938,0.01891613902772094,0.0,0.34273387096774194,0,443.79,442.38,-1.410000000000025,-0.0031771783951869688,0,6,15.850000000000023,-18.600000000000023,17.03,0.69,0.58,0.0,15.0,0.76,0,,17.03,No strong administrative-activity warning detected.,82
C-32376,Northgate,6,60-74,English,Resident with family,2022-04-29,Active,0,1388.04,1,0,22,6,8607.11,1434.5183333333334,1471.11,1390.29,31.260715549498606,0,2990,1.0334848659500688,1.0598469784732427,0.021791785314349603,0.0,0.46422742474916384,0,1448.29,1471.11,22.819999999999936,0.01575651285308877,0,6,67.13999999999987,-65.66000000000008,17.03,0.56,0.6,0.0,15.0,0.87,0,,17.03,No strong administrative-activity warning detected.,83
C-33898,Calder Central,1,45-59,Spanish,No fixed abode,2023-09-03,Active,0,722.74,2,6,7,6,4288.77,714.7950000000001,752.94,566.81,73.00528083638882,2,1240,0.9890071118244459,1.0417854276780032,0.10213457122166329,0.3333333333333333,0.5828548387096775,0,744.86,751.64,6.779999999999973,0.009102381655613098,0,5,176.91000000000008,-178.05000000000007,17.0,0.0,0.42,0.0,12.5,4.09,1,6 contact attempts,17.0,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,84
C-30169,Calder Central,2,18-29,English,No fixed abode,2025-03-04,Active,0,648.29,1,4,13,6,3894.9700000000003,649.1616666666667,685.96,522.43,63.09205192943617,2,1670,1.0013445628756679,1.0581067115025684,0.09719004551424451,0.3333333333333333,0.38819760479041915,0,685.96,522.43,-163.5300000000001,-0.23839582482943622,0,5,21.629999999999995,-158.87,16.99,0.02,0.58,0.0,12.5,3.89,0,,16.99,No strong administrative-activity warning detected.,85
C-30951,Ash Hill,3,45-59,English,Social tenancy,2024-07-14,Active,0,950.13,1,2,19,6,5907.45,984.5749999999999,1003.25,951.38,19.569994123657732,1,2000,1.0362529338090576,1.0559081388862577,0.019876590532623452,0.16666666666666666,0.475065,0,997.69,972.21,-25.480000000000018,-0.025538995078631655,0,6,35.360000000000014,-44.799999999999955,16.96,0.6,0.56,0.0,15.0,0.8,0,,16.96,No strong administrative-activity warning detected.,86
C-32002,Calder Central,2,30-44,Spanish,Private tenancy,2023-12-15,Active,0,511.96,2,3,8,6,3182.5,530.4166666666666,541.73,514.1,10.348452380267581,1,1670,1.0360509935672058,1.0581490741464177,0.01951004376484069,0.16666666666666666,0.306562874251497,0,514.1,538.25,24.149999999999977,0.046975296634895886,0,6,18.139999999999986,-7.110000000000014,16.96,0.6,0.58,0.0,15.0,0.78,0,,16.96,No strong administrative-activity warning detected.,87
C-33049,Calder Central,2,30-44,English,Resident with family,2021-02-06,Active,0,507.52,0,3,6,6,2833.19,472.1983333333333,531.92,364.61,76.07761284810839,0,1670,0.9304033995376209,1.0480769230769231,0.16111368354704425,0.0,0.30390419161676646,0,364.61,513.45,148.84000000000003,0.4082169989852171,0,4,154.62,-147.25999999999993,16.93,0.0,0.48,0.0,10.0,6.44,0,,16.93,No strong administrative-activity warning detected.,88
C-33154,Northgate,2,45-59,English,Resident with family,2025-07-07,Active,0,902.66,0,3,19,6,5651.33,941.8883333333333,951.69,911.6,15.211665808407263,0,1670,1.043458592751793,1.05431724015687,0.016150179665750112,0.0,0.5405149700598803,0,947.51,911.6,-35.90999999999997,-0.037899336154763506,0,6,8.57000000000005,-40.059999999999945,16.91,0.72,0.54,0.0,15.0,0.65,0,,16.91,No strong administrative-activity warning detected.,89
C-30825,Calder Central,5,60-74,English,Private tenancy,2023-02-12,Active,0,1148.66,1,2,1,6,7156.74,1192.79,1216.63,1168.03,20.171646437512102,0,2660,1.0384186791565824,1.0591732975815298,0.016911314177275216,0.0,0.43182706766917295,0,1173.69,1216.63,42.940000000000055,0.03658546975777254,0,6,46.809999999999945,-23.75999999999999,16.91,0.64,0.59,0.0,15.0,0.68,0,,16.91,No strong administrative-activity warning detected.,90
C-33905,Northgate,3,30-44,English,Owner-occupier,2023-11-19,Active,0,1095.89,1,0,10,6,6845.89,1140.9816666666668,1160.64,1109.05,18.126514741302802,2,2000,1.0411461612631439,1.059084397156649,0.015886771252213636,0.3333333333333333,0.547945,0,1145.64,1160.64,15.0,0.013093118257044097,0,6,36.799999999999955,-42.99000000000001,16.91,0.69,0.59,0.0,15.0,0.64,0,,16.91,No strong administrative-activity warning detected.,91
C-33919,Calder Central,2,30-44,English,Private tenancy,2022-10-24,Active,0,926.28,1,2,5,6,5749.59,958.265,978.8,932.13,18.280771045007892,1,1670,1.0345305955002808,1.0566999179513754,0.01907694744669574,0.16666666666666666,0.5546586826347305,0,941.73,958.5,16.769999999999982,0.01780765187474115,0,6,42.23000000000002,-20.299999999999955,16.91,0.58,0.57,0.0,15.0,0.76,0,,16.91,No strong administrative-activity warning detected.,92
C-32547,Ash Hill,5,45-59,English,Private tenancy,2024-03-30,Active,0,878.07,0,5,13,6,5411.9,901.9833333333332,925.84,881.7,19.596130910633025,0,2660,1.0272339714753187,1.0544034074732083,0.02172560199999966,0.0,0.3301015037593985,0,881.7,922.36,40.65999999999997,0.046115458772825184,0,6,44.139999999999986,-21.83000000000004,16.87,0.45,0.54,0.0,15.0,0.87,0,,16.87,No strong administrative-activity warning detected.,93
C-33514,Weybridge,2,75+,English,Private tenancy,2025-05-29,Active,0,722.22,0,3,4,6,4474.36,745.7266666666666,762.86,729.42,13.995421632329151,0,1670,1.032547792454746,1.0562709423721304,0.01876749519349693,0.0,0.4324670658682635,0,736.14,738.25,2.1100000000000136,0.002866302605482671,0,6,33.440000000000055,-32.80000000000007,16.86,0.54,0.56,0.0,15.0,0.75,0,,16.86,No strong administrative-activity warning detected.,94
C-31666,Ash Hill,5,45-59,English,Owner-occupier,2023-09-22,Active,0,1443.23,1,0,17,6,8977.83,1496.305,1527.58,1456.2,24.775730665310302,3,2660,1.0367751501839624,1.0584452928500654,0.016557941506116936,0.5,0.5425676691729323,0,1490.57,1456.2,-34.36999999999989,-0.02305829313618273,0,6,27.579999999999927,-71.37999999999988,16.86,0.61,0.58,0.0,15.0,0.66,0,,16.86,No strong administrative-activity warning detected.,95
C-32927,Calder Central,1,45-59,English,Owner-occupier,2022-11-15,Active,0,564.86,2,1,16,6,3509.19,584.865,594.65,566.62,10.434452069945985,2,1240,1.0354158552561696,1.0527387317211343,0.017840787309799672,0.3333333333333333,0.45553225806451614,0,566.62,586.75,20.129999999999995,0.03552645511983339,0,6,28.029999999999973,-13.330000000000041,16.83,0.59,0.53,0.0,15.0,0.71,0,,16.83,No strong administrative-activity warning detected.,96
C-32420,Ash Hill,2,30-44,English,No fixed abode,2024-01-26,Active,0,509.47,2,1,6,6,3176.2,529.3666666666667,536.43,512.72,8.499752153249338,0,1670,1.0390536570684568,1.052917738041494,0.016056455172689384,0.0,0.30507185628742517,0,531.97,531.0,-0.9700000000000273,-0.0018234110946106494,0,6,17.029999999999973,-19.25,16.82,0.65,0.53,0.0,15.0,0.64,0,,16.82,No strong administrative-activity warning detected.,97
C-30941,Northgate,1,30-44,English,Social tenancy,2024-02-06,Active,0,453.84,0,4,15,6,2802.09,467.01500000000004,478.3,457.27,9.29518746448937,0,1240,1.0290300546448088,1.0538956460426583,0.01990340238426896,0.0,0.366,0,457.27,478.3,21.03000000000003,0.04599033393837346,0,6,20.460000000000036,-13.980000000000018,16.82,0.48,0.54,0.0,15.0,0.8,0,,16.82,No strong administrative-activity warning detected.,98
C-31182,Ash Hill,3,45-59,Spanish,No fixed abode,2025-03-12,Active,0,792.55,2,7,0,6,4904.18,817.3633333333333,838.58,795.28,14.427361043055214,0,2000,1.031308224507392,1.0580783546779384,0.017651098911200504,0.0,0.396275,0,812.41,817.51,5.100000000000023,0.0062776184438891975,0,6,43.30000000000007,-23.960000000000036,16.81,0.52,0.58,0.0,15.0,0.71,1,7 contact attempts,16.81,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.,99
C-31980,Ash Hill,4,45-59,Spanish,No fixed abode,2022-09-13,Active,0,987.09,3,3,7,6,6084.9400000000005,1014.1566666666668,1038.9,987.83,21.10167829028457,1,2330,1.0274206674838837,1.0524876151110842,0.020807118844509136,0.16666666666666666,0.42364377682403437,0,1027.5,1013.59,-13.909999999999968,-0.013537712895377097,0,6,48.780000000000086,-39.16999999999996,16.81,0.46,0.52,0.0,15.0,0.83,0,,16.81,No strong administrative-activity warning detected.,100
