case_id,risk_score,final_risk_score,payment_adjustments,contact_attempts,administrative_activity_flag,administrative_context,investigator_context
C-31469,14.58,14.58,0,0,0,,No strong administrative-activity warning detected.
C-32530,14.56,14.56,1,3,0,,No strong administrative-activity warning detected.
C-31466,14.56,14.56,2,4,0,,No strong administrative-activity warning detected.
C-30657,14.56,14.56,0,1,0,,No strong administrative-activity warning detected.
C-30747,14.56,14.56,0,2,0,,No strong administrative-activity warning detected.
C-30183,14.56,14.56,0,4,0,,No strong administrative-activity warning detected.
C-30773,14.55,14.55,0,2,0,,No strong administrative-activity warning detected.
C-33888,14.55,14.55,1,3,0,,No strong administrative-activity warning detected.
C-30922,14.55,14.55,1,2,0,,No strong administrative-activity warning detected.
C-33126,14.55,14.55,0,1,0,,No strong administrative-activity warning detected.
C-30414,14.54,14.54,2,4,0,,No strong administrative-activity warning detected.
C-33235,14.53,14.53,1,2,0,,No strong administrative-activity warning detected.
C-33923,14.53,14.53,0,2,0,,No strong administrative-activity warning detected.
C-33324,14.53,14.53,1,0,0,,No strong administrative-activity warning detected.
C-32425,14.52,14.52,2,1,0,,No strong administrative-activity warning detected.
C-33986,14.52,14.52,1,0,0,,No strong administrative-activity warning detected.
C-30213,14.52,14.52,1,0,0,,No strong administrative-activity warning detected.
C-32067,14.52,14.52,0,3,0,,No strong administrative-activity warning detected.
C-30897,14.52,14.52,1,3,0,,No strong administrative-activity warning detected.
C-32652,14.52,14.52,0,4,0,,No strong administrative-activity warning detected.
C-32409,14.52,14.52,2,3,0,,No strong administrative-activity warning detected.
C-31530,14.51,14.51,4,2,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-34126,14.5,14.5,0,0,0,,No strong administrative-activity warning detected.
C-30109,14.5,14.5,0,1,0,,No strong administrative-activity warning detected.
C-32206,14.5,14.5,1,4,0,,No strong administrative-activity warning detected.
C-31387,14.5,14.5,1,5,0,,No strong administrative-activity warning detected.
C-30688,14.49,14.49,0,0,0,,No strong administrative-activity warning detected.
C-32379,14.49,14.49,1,2,0,,No strong administrative-activity warning detected.
C-30883,14.49,14.49,0,2,0,,No strong administrative-activity warning detected.
C-33579,14.49,14.49,0,0,0,,No strong administrative-activity warning detected.
C-30187,14.49,14.49,0,0,0,,No strong administrative-activity warning detected.
C-33035,14.49,14.49,1,0,0,,No strong administrative-activity warning detected.
C-33005,14.49,14.49,1,3,0,,No strong administrative-activity warning detected.
C-31553,14.48,14.48,1,2,0,,No strong administrative-activity warning detected.
C-31958,14.47,14.47,0,0,0,,No strong administrative-activity warning detected.
C-32208,14.47,14.47,0,2,0,,No strong administrative-activity warning detected.
C-32702,14.47,14.47,2,3,0,,No strong administrative-activity warning detected.
C-30066,14.46,14.46,2,4,0,,No strong administrative-activity warning detected.
C-32038,14.46,14.46,1,3,0,,No strong administrative-activity warning detected.
C-31295,14.46,14.46,1,1,0,,No strong administrative-activity warning detected.
C-31337,14.46,14.46,1,2,0,,No strong administrative-activity warning detected.
C-33190,14.46,14.46,1,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32348,14.46,14.46,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32488,14.45,14.45,1,3,0,,No strong administrative-activity warning detected.
C-32865,14.45,14.45,1,1,0,,No strong administrative-activity warning detected.
C-33492,14.45,14.45,0,2,0,,No strong administrative-activity warning detected.
C-33217,14.45,14.45,1,3,0,,No strong administrative-activity warning detected.
C-33149,14.44,14.44,1,4,0,,No strong administrative-activity warning detected.
C-30303,14.44,14.44,1,0,0,,No strong administrative-activity warning detected.
C-30770,14.44,14.44,0,1,0,,No strong administrative-activity warning detected.
C-33394,14.44,14.44,0,1,0,,No strong administrative-activity warning detected.
C-32020,14.44,14.44,0,2,0,,No strong administrative-activity warning detected.
C-32898,14.43,14.43,3,4,0,,No strong administrative-activity warning detected.
C-31288,14.43,14.43,1,0,0,,No strong administrative-activity warning detected.
C-30682,14.43,14.43,0,3,0,,No strong administrative-activity warning detected.
C-30511,14.42,14.42,2,2,0,,No strong administrative-activity warning detected.
C-30267,14.41,14.41,2,1,0,,No strong administrative-activity warning detected.
C-30892,14.41,14.41,1,0,0,,No strong administrative-activity warning detected.
C-31673,14.41,14.41,1,2,0,,No strong administrative-activity warning detected.
C-33366,14.41,14.41,1,3,0,,No strong administrative-activity warning detected.
C-31765,14.4,14.4,1,1,0,,No strong administrative-activity warning detected.
C-32820,14.4,14.4,1,2,0,,No strong administrative-activity warning detected.
C-30232,14.4,14.4,0,1,0,,No strong administrative-activity warning detected.
C-30345,14.4,14.4,1,5,0,,No strong administrative-activity warning detected.
C-33066,14.4,14.4,2,0,0,,No strong administrative-activity warning detected.
C-34172,14.4,14.4,0,2,0,,No strong administrative-activity warning detected.
C-31333,14.39,14.39,0,0,0,,No strong administrative-activity warning detected.
C-32595,14.39,14.39,0,1,0,,No strong administrative-activity warning detected.
C-31395,14.39,14.39,1,2,0,,No strong administrative-activity warning detected.
C-31451,14.39,14.39,1,3,0,,No strong administrative-activity warning detected.
C-31058,14.39,14.39,0,4,0,,No strong administrative-activity warning detected.
C-31092,14.38,14.38,1,4,0,,No strong administrative-activity warning detected.
C-30690,14.38,14.38,0,2,0,,No strong administrative-activity warning detected.
C-30769,14.38,14.38,0,1,0,,No strong administrative-activity warning detected.
C-33106,14.37,14.37,3,2,0,,No strong administrative-activity warning detected.
C-32747,14.37,14.37,2,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30838,14.36,14.36,1,0,0,,No strong administrative-activity warning detected.
C-33521,14.36,14.36,1,5,0,,No strong administrative-activity warning detected.
C-30206,14.36,14.36,1,1,0,,No strong administrative-activity warning detected.
C-32605,14.35,14.35,1,2,0,,No strong administrative-activity warning detected.
C-30398,14.35,14.35,1,0,0,,No strong administrative-activity warning detected.
C-34063,14.35,14.35,0,1,0,,No strong administrative-activity warning detected.
C-32092,14.35,14.35,3,1,0,,No strong administrative-activity warning detected.
C-31619,14.35,14.35,2,5,0,,No strong administrative-activity warning detected.
C-31167,14.34,14.34,2,4,0,,No strong administrative-activity warning detected.
C-33491,14.34,14.34,0,0,0,,No strong administrative-activity warning detected.
C-31612,14.34,14.34,0,0,0,,No strong administrative-activity warning detected.
C-30046,14.34,14.34,1,2,0,,No strong administrative-activity warning detected.
C-30765,14.33,14.33,1,1,0,,No strong administrative-activity warning detected.
C-33881,14.32,14.32,2,3,0,,No strong administrative-activity warning detected.
C-30534,14.32,14.32,2,4,0,,No strong administrative-activity warning detected.
C-32811,14.32,14.32,0,0,0,,No strong administrative-activity warning detected.
C-31169,14.32,14.32,0,1,0,,No strong administrative-activity warning detected.
C-31779,14.32,14.32,2,4,0,,No strong administrative-activity warning detected.
C-34144,14.31,14.31,2,2,0,,No strong administrative-activity warning detected.
C-32832,14.31,14.31,0,3,0,,No strong administrative-activity warning detected.
C-32471,14.31,14.31,2,4,0,,No strong administrative-activity warning detected.
C-30587,14.31,14.31,1,0,0,,No strong administrative-activity warning detected.
C-34145,14.29,14.29,0,3,0,,No strong administrative-activity warning detected.
C-34184,14.29,14.29,1,0,0,,No strong administrative-activity warning detected.
C-31776,14.28,14.28,1,2,0,,No strong administrative-activity warning detected.
C-33182,14.27,14.27,0,2,0,,No strong administrative-activity warning detected.
C-33806,14.26,14.26,0,1,0,,No strong administrative-activity warning detected.
C-30453,14.25,14.25,1,2,0,,No strong administrative-activity warning detected.
C-34010,14.25,14.25,0,1,0,,No strong administrative-activity warning detected.
C-31264,14.24,14.24,0,3,0,,No strong administrative-activity warning detected.
C-32648,14.24,14.24,2,3,0,,No strong administrative-activity warning detected.
C-33849,14.23,14.23,2,0,0,,No strong administrative-activity warning detected.
C-32276,14.23,14.23,0,0,0,,No strong administrative-activity warning detected.
C-32936,14.23,14.23,0,0,0,,No strong administrative-activity warning detected.
C-31246,14.21,14.21,2,1,0,,No strong administrative-activity warning detected.
C-33733,14.21,14.21,2,4,0,,No strong administrative-activity warning detected.
C-30490,14.21,14.21,3,5,0,,No strong administrative-activity warning detected.
C-33321,14.21,14.21,0,3,0,,No strong administrative-activity warning detected.
C-33710,14.2,14.2,0,3,0,,No strong administrative-activity warning detected.
C-30681,14.19,14.19,2,4,0,,No strong administrative-activity warning detected.
C-33199,14.19,14.19,1,2,0,,No strong administrative-activity warning detected.
C-32705,14.19,14.19,0,2,0,,No strong administrative-activity warning detected.
C-33727,14.17,14.17,1,3,0,,No strong administrative-activity warning detected.
C-33067,14.17,14.17,1,4,0,,No strong administrative-activity warning detected.
C-32300,14.17,14.17,0,4,0,,No strong administrative-activity warning detected.
C-30926,14.17,14.17,0,3,0,,No strong administrative-activity warning detected.
C-33135,14.15,14.15,0,2,0,,No strong administrative-activity warning detected.
C-32380,14.15,14.15,1,1,0,,No strong administrative-activity warning detected.
C-30728,14.14,14.14,0,1,0,,No strong administrative-activity warning detected.
C-33186,14.14,14.14,0,0,0,,No strong administrative-activity warning detected.
C-31819,14.14,14.14,4,5,1,4 payment adjustments,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-32364,14.14,14.14,1,1,0,,No strong administrative-activity warning detected.
C-31170,14.14,14.14,0,1,0,,No strong administrative-activity warning detected.
C-33960,14.14,14.14,0,3,0,,No strong administrative-activity warning detected.
C-33238,14.13,14.13,1,1,0,,No strong administrative-activity warning detected.
C-30699,14.12,14.12,1,4,0,,No strong administrative-activity warning detected.
C-30919,14.11,14.11,0,6,1,6 contact attempts,Administrative activity may have a legitimate explanation and should not be treated as evidence of improper payment.
C-30774,14.11,14.11,0,3,0,,No strong administrative-activity warning detected.
C-31158,14.11,14.11,1,1,0,,No strong administrative-activity warning detected.
C-32347,14.07,14.07,1,2,0,,No strong administrative-activity warning detected.
C-30238,14.07,14.07,0,0,0,,No strong administrative-activity warning detected.
C-30814,14.07,14.07,0,3,0,,No strong administrative-activity warning detected.
C-33583,14.07,14.07,2,3,0,,No strong administrative-activity warning detected.
C-33640,14.06,14.06,1,0,0,,No strong administrative-activity warning detected.
C-31433,14.06,14.06,1,1,0,,No strong administrative-activity warning detected.
C-33661,14.06,14.06,0,3,0,,No strong administrative-activity warning detected.
C-32696,14.05,14.05,0,5,0,,No strong administrative-activity warning detected.
C-32197,14.05,14.05,1,4,0,,No strong administrative-activity warning detected.
C-31472,14.05,14.05,0,3,0,,No strong administrative-activity warning detected.
C-34107,14.05,14.05,1,3,0,,No strong administrative-activity warning detected.
C-31656,14.05,14.05,1,5,0,,No strong administrative-activity warning detected.
C-33841,14.05,14.05,0,0,0,,No strong administrative-activity warning detected.
C-30426,14.04,14.04,0,1,0,,No strong administrative-activity warning detected.
C-30367,14.04,14.04,0,1,0,,No strong administrative-activity warning detected.
C-34183,14.03,14.03,1,3,0,,No strong administrative-activity warning detected.
C-33438,14.03,14.03,2,1,0,,No strong administrative-activity warning detected.
C-33405,14.03,14.03,1,0,0,,No strong administrative-activity warning detected.
C-32774,14.02,14.02,1,0,0,,No strong administrative-activity warning detected.
